Tipo Elezione;Data elezione;Lista;Ripartizione;Nazione;Voti Liste;Schede Nulle;Schede Bianche;Schede Contestate;Votanti;Elettori
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SAN MARINO;66;397;94;0;6972;11312
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SAN MARINO;611;397;94;0;6972;11312
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SAN MARINO;1264;397;94;0;6972;11312
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;SPAGNA;4656;1927;589;14;38956;177692
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SPAGNA;2662;1927;589;14;38956;177692
Camera Estero;25/09/2022; +EUROPA;EUROPA;SPAGNA;2567;1927;589;14;38956;177692
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SPAGNA;499;1927;589;14;38956;177692
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SPAGNA;9851;1927;589;14;38956;177692
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SPAGNA;1096;1927;589;14;38956;177692
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SPAGNA;4102;1927;589;14;38956;177692
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SPAGNA;10284;1927;589;14;38956;177692
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;SVEZIA;724;138;46;0;5123;13671
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SVEZIA;489;138;46;0;5123;13671
Camera Estero;25/09/2022; +EUROPA;EUROPA;SVEZIA;446;138;46;0;5123;13671
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SVEZIA;62;138;46;0;5123;13671
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SVEZIA;722;138;46;0;5123;13671
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SVEZIA;45;138;46;0;5123;13671
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SVEZIA;562;138;46;0;5123;13671
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SVEZIA;1751;138;46;0;5123;13671
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;SVIZZERA;7593;9325;3377;179;138921;498712
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SVIZZERA;11925;9325;3377;179;138921;498712
Camera Estero;25/09/2022; +EUROPA;EUROPA;SVIZZERA;3986;9325;3377;179;138921;498712
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SVIZZERA;2961;9325;3377;179;138921;498712
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SVIZZERA;44856;9325;3377;179;138921;498712
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SVIZZERA;1738;9325;3377;179;138921;498712
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SVIZZERA;12625;9325;3377;179;138921;498712
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SVIZZERA;36697;9325;3377;179;138921;498712
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;UNGHERIA;91;62;14;0;1703;3851
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;UNGHERIA;120;62;14;0;1703;3851
Camera Estero;25/09/2022; +EUROPA;EUROPA;UNGHERIA;45;62;14;0;1703;3851
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;UNGHERIA;18;62;14;0;1703;3851
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;UNGHERIA;837;62;14;0;1703;3851
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;UNGHERIA;14;62;14;0;1703;3851
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;UNGHERIA;189;62;14;0;1703;3851
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;UNGHERIA;279;62;14;0;1703;3851
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;FEDERAZIONE RUSSA;24;53;9;0;638;2984
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;FEDERAZIONE RUSSA;34;53;9;0;638;2984
Camera Estero;25/09/2022; +EUROPA;EUROPA;FEDERAZIONE RUSSA;10;53;9;0;638;2984
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;FEDERAZIONE RUSSA;2;53;9;0;638;2984
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;FEDERAZIONE RUSSA;271;53;9;0;638;2984
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;FEDERAZIONE RUSSA;12;53;9;0;638;2984
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;FEDERAZIONE RUSSA;114;53;9;0;638;2984
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;FEDERAZIONE RUSSA;73;53;9;0;638;2984
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;LITUANIA;19;5;0;0;191;492
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;LITUANIA;26;5;0;0;191;492
Camera Estero;25/09/2022; +EUROPA;EUROPA;LITUANIA;21;5;0;0;191;492
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;LITUANIA;4;5;0;0;191;492
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;LITUANIA;55;5;0;0;191;492
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;LITUANIA;4;5;0;0;191;492
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;LITUANIA;14;5;0;0;191;492
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;LITUANIA;33;5;0;0;191;492
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;LETTONIA;11;8;3;0;282;474
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;LETTONIA;26;8;3;0;282;474
Camera Estero;25/09/2022; +EUROPA;EUROPA;LETTONIA;7;8;3;0;282;474
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;LETTONIA;1;8;3;0;282;474
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;LETTONIA;142;8;3;0;282;474
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;LETTONIA;3;8;3;0;282;474
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;LETTONIA;45;8;3;0;282;474
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;LETTONIA;39;8;3;0;282;474
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;ESTONIA;28;10;3;0;214;632
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;ESTONIA;28;10;3;0;214;632
Camera Estero;25/09/2022; +EUROPA;EUROPA;ESTONIA;22;10;3;0;214;632
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;ESTONIA;3;10;3;0;214;632
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;ESTONIA;42;10;3;0;214;632
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;ESTONIA;1;10;3;0;214;632
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;ESTONIA;23;10;3;0;214;632
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;ESTONIA;56;10;3;0;214;632
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;BIELORUSSIA;3;12;1;0;76;204
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;BIELORUSSIA;5;12;1;0;76;204
Camera Estero;25/09/2022; +EUROPA;EUROPA;BIELORUSSIA;2;12;1;0;76;204
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;BIELORUSSIA;1;12;1;0;76;204
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;BIELORUSSIA;30;12;1;0;76;204
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;BIELORUSSIA;1;12;1;0;76;204
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;BIELORUSSIA;12;12;1;0;76;204
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;BIELORUSSIA;10;12;1;0;76;204
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022; +EUROPA;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;UCRAINA;0;0;0;0;0;23
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;CROAZIA;220;217;30;0;3692;14801
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;CROAZIA;180;217;30;0;3692;14801
Camera Estero;25/09/2022; +EUROPA;EUROPA;CROAZIA;136;217;30;0;3692;14801
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;CROAZIA;100;217;30;0;3692;14801
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;CROAZIA;1236;217;30;0;3692;14801
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;CROAZIA;103;217;30;0;3692;14801
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;CROAZIA;203;217;30;0;3692;14801
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;CROAZIA;905;217;30;0;3692;14801
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;CIPRO;25;18;6;0;387;1156
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;CIPRO;39;18;6;0;387;1156
Camera Estero;25/09/2022; +EUROPA;EUROPA;CIPRO;21;18;6;0;387;1156
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;CIPRO;4;18;6;0;387;1156
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;CIPRO;131;18;6;0;387;1156
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;CIPRO;3;18;6;0;387;1156
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;CIPRO;39;18;6;0;387;1156
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;CIPRO;97;18;6;0;387;1156
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;TURCHIA;92;35;9;0;1276;4424
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;TURCHIA;106;35;9;0;1276;4424
Camera Estero;25/09/2022; +EUROPA;EUROPA;TURCHIA;39;35;9;0;1276;4424
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;TURCHIA;19;35;9;0;1276;4424
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;TURCHIA;337;35;9;0;1276;4424
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;TURCHIA;51;35;9;0;1276;4424
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;TURCHIA;132;35;9;0;1276;4424
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;TURCHIA;364;35;9;0;1276;4424
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;SLOVENIA;136;81;17;0;1625;4425
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SLOVENIA;126;81;17;0;1625;4425
Camera Estero;25/09/2022; +EUROPA;EUROPA;SLOVENIA;56;81;17;0;1625;4425
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SLOVENIA;23;81;17;0;1625;4425
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SLOVENIA;477;81;17;0;1625;4425
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SLOVENIA;25;81;17;0;1625;4425
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SLOVENIA;170;81;17;0;1625;4425
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SLOVENIA;424;81;17;0;1625;4425
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;BOSNIA-ERZEGOVINA;28;22;8;0;358;837
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;BOSNIA-ERZEGOVINA;11;22;8;0;358;837
Camera Estero;25/09/2022; +EUROPA;EUROPA;BOSNIA-ERZEGOVINA;23;22;8;0;358;837
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;BOSNIA-ERZEGOVINA;4;22;8;0;358;837
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;BOSNIA-ERZEGOVINA;154;22;8;0;358;837
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;BOSNIA-ERZEGOVINA;10;22;8;0;358;837
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;BOSNIA-ERZEGOVINA;30;22;8;0;358;837
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;BOSNIA-ERZEGOVINA;61;22;8;0;358;837
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;SLOVACCHIA;50;28;4;0;605;1496
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;SLOVACCHIA;72;28;4;0;605;1496
Camera Estero;25/09/2022; +EUROPA;EUROPA;SLOVACCHIA;34;28;4;0;605;1496
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;SLOVACCHIA;5;28;4;0;605;1496
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;SLOVACCHIA;200;28;4;0;605;1496
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;SLOVACCHIA;6;28;4;0;605;1496
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;SLOVACCHIA;69;28;4;0;605;1496
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;SLOVACCHIA;121;28;4;0;605;1496
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;MACEDONIA DEL NORD;4;14;3;0;110;391
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;MACEDONIA DEL NORD;12;14;3;0;110;391
Camera Estero;25/09/2022; +EUROPA;EUROPA;MACEDONIA DEL NORD;4;14;3;0;110;391
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;MACEDONIA DEL NORD;3;14;3;0;110;391
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;MACEDONIA DEL NORD;37;14;3;0;110;391
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;MACEDONIA DEL NORD;0;14;3;0;110;391
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;MACEDONIA DEL NORD;14;14;3;0;110;391
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;MACEDONIA DEL NORD;22;14;3;0;110;391
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;MOLDOVA;5;7;3;0;195;464
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;MOLDOVA;8;7;3;0;195;464
Camera Estero;25/09/2022; +EUROPA;EUROPA;MOLDOVA;3;7;3;0;195;464
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;MOLDOVA;4;7;3;0;195;464
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;MOLDOVA;109;7;3;0;195;464
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;MOLDOVA;3;7;3;0;195;464
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;MOLDOVA;11;7;3;0;195;464
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;MOLDOVA;25;7;3;0;195;464
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;MONTENEGRO;5;6;1;0;79;273
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;MONTENEGRO;4;6;1;0;79;273
Camera Estero;25/09/2022; +EUROPA;EUROPA;MONTENEGRO;3;6;1;0;79;273
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;MONTENEGRO;0;6;1;0;79;273
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;MONTENEGRO;29;6;1;0;79;273
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;MONTENEGRO;4;6;1;0;79;273
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;MONTENEGRO;10;6;1;0;79;273
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;MONTENEGRO;16;6;1;0;79;273
Camera Estero;25/09/2022;ALLEANZA VERDI E SINISTRA;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022; +EUROPA;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;MOVIMENTO DELLE LIBERTA';EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;EUROPA;KOSOVO;0;0;0;0;0;560
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;ARGENTINA;31979;22784;3417;931;285967;771639
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;ARGENTINA;14180;22784;3417;931;285967;771639
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;ARGENTINA;107546;22784;3417;931;285967;771639
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;ARGENTINA;6751;22784;3417;931;285967;771639
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;ARGENTINA;37800;22784;3417;931;285967;771639
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;ARGENTINA;45354;22784;3417;931;285967;771639
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;BOLIVIA;320;96;43;0;1423;3165
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;BOLIVIA;15;96;43;0;1423;3165
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;BOLIVIA;519;96;43;0;1423;3165
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;BOLIVIA;43;96;43;0;1423;3165
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;BOLIVIA;293;96;43;0;1423;3165
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;BOLIVIA;56;96;43;0;1423;3165
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;BRASILE;29828;13570;1453;8;116209;433636
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;BRASILE;460;13570;1453;8;116209;433636
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;BRASILE;13670;13570;1453;8;116209;433636
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;BRASILE;3236;13570;1453;8;116209;433636
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;BRASILE;26022;13570;1453;8;116209;433636
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;BRASILE;22493;13570;1453;8;116209;433636
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;CILE;2164;455;160;34;5453;54288
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;CILE;60;455;160;34;5453;54288
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;CILE;694;455;160;34;5453;54288
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;CILE;224;455;160;34;5453;54288
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;CILE;1057;455;160;34;5453;54288
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;CILE;524;455;160;34;5453;54288
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;COLOMBIA;1628;150;33;0;4761;17759
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;COLOMBIA;72;150;33;0;4761;17759
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;COLOMBIA;445;150;33;0;4761;17759
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;COLOMBIA;350;150;33;0;4761;17759
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;COLOMBIA;1149;150;33;0;4761;17759
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;COLOMBIA;620;150;33;0;4761;17759
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;ECUADOR;968;265;64;0;3279;15468
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;ECUADOR;53;265;64;0;3279;15468
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;ECUADOR;509;265;64;0;3279;15468
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;ECUADOR;229;265;64;0;3279;15468
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;ECUADOR;559;265;64;0;3279;15468
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;ECUADOR;410;265;64;0;3279;15468
